color,freq,ratio,vid
#363743,285,0.023193359375,z1BU-j-wqr8
#e8e0f4,263,0.021402994791666668,z1BU-j-wqr8
#e34b6d,222,0.01806640625,z1BU-j-wqr8
#3e4839,153,0.012451171875,z1BU-j-wqr8
#d5c1c1,100,0.008138020833333334,z1BU-j-wqr8
#151f07,99,0.008056640625,z1BU-j-wqr8
#b398b5,90,0.00732421875,z1BU-j-wqr8
#7f5c80,85,0.006917317708333333,z1BU-j-wqr8
#475a85,82,0.006673177083333333,z1BU-j-wqr8
#5c5c5c,79,0.006429036458333333,z1BU-j-wqr8
#7e789a,76,0.006184895833333333,z1BU-j-wqr8
#a73d67,64,0.005208333333333333,z1BU-j-wqr8
#8a5a5a,58,0.004720052083333333,z1BU-j-wqr8
#a78784,56,0.004557291666666667,z1BU-j-wqr8
#ca7f83,50,0.004069010416666667,z1BU-j-wqr8
#7a375e,46,0.0037434895833333335,z1BU-j-wqr8
#2a192d,25,0.0020345052083333335,z1BU-j-wqr8
#c9a68c,22,0.0017903645833333333,z1BU-j-wqr8
#7779cc,21,0.001708984375,z1BU-j-wqr8
#574f6e,18,0.00146484375,z1BU-j-wqr8
#b16486,17,0.0013834635416666667,z1BU-j-wqr8
#d1a39f,15,0.001220703125,z1BU-j-wqr8
#d287ad,15,0.001220703125,z1BU-j-wqr8
#828a9c,8,0.0006510416666666666,z1BU-j-wqr8
#9d77bb,8,0.0006510416666666666,z1BU-j-wqr8
#f5a7ba,6,0.00048828125,z1BU-j-wqr8
#d4c39b,5,0.0004069010416666667,z1BU-j-wqr8
#facfde,5,0.0004069010416666667,z1BU-j-wqr8
#797078,3,0.000244140625,z1BU-j-wqr8
#657280,1,8.138020833333333e-05,z1BU-j-wqr8
#a3abba,1,8.138020833333333e-05,z1BU-j-wqr8
#90153d,1,8.138020833333333e-05,z1BU-j-wqr8
#416fc1,1,8.138020833333333e-05,z1BU-j-wqr8
#4a275b,1,8.138020833333333e-05,z1BU-j-wqr8
#2d3a40,4429,0.3604329427083333,BLx9YnddEmY
#000000,3102,0.25244140625,BLx9YnddEmY
#e7eaef,2869,0.23347981770833334,BLx9YnddEmY
#a4afb6,1188,0.0966796875,BLx9YnddEmY
#526169,255,0.020751953125,BLx9YnddEmY
#73868e,238,0.019368489583333332,BLx9YnddEmY
#443c3f,142,0.011555989583333334,BLx9YnddEmY
#6c433a,19,0.0015462239583333333,BLx9YnddEmY
#6daca9,11,0.0008951822916666666,BLx9YnddEmY
#c7e3e5,10,0.0008138020833333334,BLx9YnddEmY
#726863,8,0.0006510416666666666,BLx9YnddEmY
#b5aba5,6,0.00048828125,BLx9YnddEmY
#54807f,4,0.0003255208333333333,BLx9YnddEmY
#a08780,3,0.000244140625,BLx9YnddEmY
#031d25,2,0.00016276041666666666,BLx9YnddEmY
#93978e,1,8.138020833333333e-05,BLx9YnddEmY
#905c57,1,8.138020833333333e-05,BLx9YnddEmY
#000000,10534,0.8572591145833334,-xjQPVLhwhE
#570b11,324,0.0263671875,-xjQPVLhwhE
#948174,295,0.024007161458333332,-xjQPVLhwhE
#1d0007,287,0.023356119791666668,-xjQPVLhwhE
#332d2a,259,0.021077473958333332,-xjQPVLhwhE
#564c46,181,0.014729817708333334,-xjQPVLhwhE
#8d0512,146,0.011881510416666666,-xjQPVLhwhE
#ada093,99,0.008056640625,-xjQPVLhwhE
#736857,36,0.0029296875,-xjQPVLhwhE
#6e3b3a,34,0.0027669270833333335,-xjQPVLhwhE
#d3bea2,32,0.0026041666666666665,-xjQPVLhwhE
#7e6662,18,0.00146484375,-xjQPVLhwhE
#aa4526,17,0.0013834635416666667,-xjQPVLhwhE
#b66741,12,0.0009765625,-xjQPVLhwhE
#ae716f,4,0.0003255208333333333,-xjQPVLhwhE
#787677,3,0.000244140625,-xjQPVLhwhE
#4d373b,3,0.000244140625,-xjQPVLhwhE
#df371a,2,0.00016276041666666666,-xjQPVLhwhE
#cba8a0,1,8.138020833333333e-05,-xjQPVLhwhE
#3c0819,1,8.138020833333333e-05,-xjQPVLhwhE
#000000,8732,0.7106119791666666,e_-WVI_IlPo
#20232c,1707,0.138916015625,e_-WVI_IlPo
#47454f,774,0.06298828125,e_-WVI_IlPo
#9c9593,279,0.022705078125,e_-WVI_IlPo
#f4f3f4,241,0.019612630208333332,e_-WVI_IlPo
#647584,208,0.016927083333333332,e_-WVI_IlPo
#665c59,191,0.015543619791666666,e_-WVI_IlPo
#bfb9b8,65,0.005289713541666667,e_-WVI_IlPo
#565b77,26,0.0021158854166666665,e_-WVI_IlPo
#545e60,24,0.001953125,e_-WVI_IlPo
#77737f,16,0.0013020833333333333,e_-WVI_IlPo
#64868b,9,0.000732421875,e_-WVI_IlPo
#a3b3c5,6,0.00048828125,e_-WVI_IlPo
#2b3352,5,0.0004069010416666667,e_-WVI_IlPo
#8e93a7,4,0.0003255208333333333,e_-WVI_IlPo
#88a3a4,1,8.138020833333333e-05,e_-WVI_IlPo
#000000,10533,0.857177734375,d19fGJRZLZQ
#6a0715,327,0.026611328125,d19fGJRZLZQ
#1e0007,301,0.024495442708333332,d19fGJRZLZQ
#675852,266,0.021647135416666668,d19fGJRZLZQ
#332d2a,261,0.021240234375,d19fGJRZLZQ
#948174,258,0.02099609375,d19fGJRZLZQ
#ada093,98,0.007975260416666666,d19fGJRZLZQ
#af2f1e,93,0.007568359375,d19fGJRZLZQ
#724648,36,0.0029296875,d19fGJRZLZQ
#d3bea2,32,0.0026041666666666665,d19fGJRZLZQ
#3c0007,32,0.0026041666666666665,d19fGJRZLZQ
#72321e,19,0.0015462239583333333,d19fGJRZLZQ
#b66741,10,0.0008138020833333334,d19fGJRZLZQ
#ae726f,9,0.000732421875,d19fGJRZLZQ
#462a2b,4,0.0003255208333333333,d19fGJRZLZQ
#787677,3,0.000244140625,d19fGJRZLZQ
#e13d1e,2,0.00016276041666666666,d19fGJRZLZQ
#585d5d,1,8.138020833333333e-05,d19fGJRZLZQ
#cba8a0,1,8.138020833333333e-05,d19fGJRZLZQ
#8e9190,1,8.138020833333333e-05,d19fGJRZLZQ
#876e6f,1,8.138020833333333e-05,d19fGJRZLZQ
#000000,4449,0.362060546875,rrFXEr1pHqA
#5e4538,1104,0.08984375,rrFXEr1pHqA
#a9907a,998,0.08121744791666667,rrFXEr1pHqA
#9a6f4e,738,0.06005859375,rrFXEr1pHqA
#d4c4b7,573,0.046630859375,rrFXEr1pHqA
#771f15,485,0.039469401041666664,rrFXEr1pHqA
#3c332c,419,0.034098307291666664,rrFXEr1pHqA
#9b4b19,332,0.027018229166666668,rrFXEr1pHqA
#ffffff,328,0.026692708333333332,rrFXEr1pHqA
#f0f0cf,309,0.025146484375,rrFXEr1pHqA
#e5ab8a,275,0.022379557291666668,rrFXEr1pHqA
#7c7163,262,0.021321614583333332,rrFXEr1pHqA
#cfc689,223,0.018147786458333332,rrFXEr1pHqA
#2d0102,176,0.014322916666666666,rrFXEr1pHqA
#e2b06a,134,0.010904947916666666,rrFXEr1pHqA
#1e1f2b,115,0.009358723958333334,rrFXEr1pHqA
#1f4942,110,0.008951822916666666,rrFXEr1pHqA
#b0c79e,91,0.007405598958333333,rrFXEr1pHqA
#66552d,89,0.007242838541666667,rrFXEr1pHqA
#a79354,83,0.006754557291666667,rrFXEr1pHqA
#a26d1d,83,0.006754557291666667,rrFXEr1pHqA
#9f9395,77,0.006266276041666667,rrFXEr1pHqA
#351b09,63,0.005126953125,rrFXEr1pHqA
#a5a782,60,0.0048828125,rrFXEr1pHqA
#9dc3b8,55,0.004475911458333333,rrFXEr1pHqA
#426a77,50,0.004069010416666667,rrFXEr1pHqA
#e38b25,47,0.0038248697916666665,rrFXEr1pHqA
#436b5c,42,0.00341796875,rrFXEr1pHqA
#535054,40,0.0032552083333333335,rrFXEr1pHqA
#314144,39,0.003173828125,rrFXEr1pHqA
#a7675e,35,0.0028483072916666665,rrFXEr1pHqA
#73a285,31,0.0025227864583333335,rrFXEr1pHqA
#a5e7c2,30,0.00244140625,rrFXEr1pHqA
#c38987,29,0.0023600260416666665,rrFXEr1pHqA
#2d2b16,28,0.0022786458333333335,rrFXEr1pHqA
#daba46,28,0.0022786458333333335,rrFXEr1pHqA
#2f497c,28,0.0022786458333333335,rrFXEr1pHqA
#a7bfc7,27,0.002197265625,rrFXEr1pHqA
#74838d,26,0.0021158854166666665,rrFXEr1pHqA
#89886c,22,0.0017903645833333333,rrFXEr1pHqA
#311e22,22,0.0017903645833333333,rrFXEr1pHqA
#8f9d97,22,0.0017903645833333333,rrFXEr1pHqA
#a62d30,17,0.0013834635416666667,rrFXEr1pHqA
#455143,16,0.0013020833333333333,rrFXEr1pHqA
#8da2b8,12,0.0009765625,rrFXEr1pHqA
#f1f095,10,0.0008138020833333334,rrFXEr1pHqA
#0c1c15,9,0.000732421875,rrFXEr1pHqA
#473210,6,0.00048828125,rrFXEr1pHqA
#647f7a,4,0.0003255208333333333,rrFXEr1pHqA
#c46816,4,0.0003255208333333333,rrFXEr1pHqA
#c3875d,4,0.0003255208333333333,rrFXEr1pHqA
#df4216,4,0.0003255208333333333,rrFXEr1pHqA
#e1fffe,4,0.0003255208333333333,rrFXEr1pHqA
#723206,3,0.000244140625,rrFXEr1pHqA
#6c9c3e,3,0.000244140625,rrFXEr1pHqA
#696f55,3,0.000244140625,rrFXEr1pHqA
#897443,3,0.000244140625,rrFXEr1pHqA
#d4adaa,2,0.00016276041666666666,rrFXEr1pHqA
#867475,2,0.00016276041666666666,rrFXEr1pHqA
#56404b,2,0.00016276041666666666,rrFXEr1pHqA
#bfc6b8,1,8.138020833333333e-05,rrFXEr1pHqA
#0e2b50,1,8.138020833333333e-05,rrFXEr1pHqA
#602931,1,8.138020833333333e-05,rrFXEr1pHqA
#ffffff,4466,0.3634440104166667,eRI2ZMRR_xM
#000000,3102,0.25244140625,eRI2ZMRR_xM
#fb8860,1269,0.103271484375,eRI2ZMRR_xM
#feead2,858,0.06982421875,eRI2ZMRR_xM
#f1c2a8,451,0.036702473958333336,eRI2ZMRR_xM
#341c18,370,0.030110677083333332,eRI2ZMRR_xM
#aa2214,335,0.027262369791666668,eRI2ZMRR_xM
#be8989,255,0.020751953125,eRI2ZMRR_xM
#b8754a,237,0.019287109375,eRI2ZMRR_xM
#7b302e,193,0.015706380208333332,eRI2ZMRR_xM
#ddbcbc,158,0.012858072916666666,eRI2ZMRR_xM
#9f5052,154,0.012532552083333334,eRI2ZMRR_xM
#eea56b,95,0.007731119791666667,eRI2ZMRR_xM
#e1402b,72,0.005859375,eRI2ZMRR_xM
#f1f992,46,0.0037434895833333335,eRI2ZMRR_xM
#501011,43,0.0034993489583333335,eRI2ZMRR_xM
#83797a,42,0.00341796875,eRI2ZMRR_xM
#f1c580,34,0.0027669270833333335,eRI2ZMRR_xM
#c8c7c7,21,0.001708984375,eRI2ZMRR_xM
#a3856f,14,0.0011393229166666667,eRI2ZMRR_xM
#725757,14,0.0011393229166666667,eRI2ZMRR_xM
#3a3837,14,0.0011393229166666667,eRI2ZMRR_xM
#9d5833,13,0.0010579427083333333,eRI2ZMRR_xM
#9ca0a1,10,0.0008138020833333334,eRI2ZMRR_xM
#a78249,5,0.0004069010416666667,eRI2ZMRR_xM
#656766,4,0.0003255208333333333,eRI2ZMRR_xM
#bda37f,3,0.000244140625,eRI2ZMRR_xM
#fbf3c1,2,0.00016276041666666666,eRI2ZMRR_xM
#836238,2,0.00016276041666666666,eRI2ZMRR_xM
#c36a63,2,0.00016276041666666666,eRI2ZMRR_xM
#793212,1,8.138020833333333e-05,eRI2ZMRR_xM
#604331,1,8.138020833333333e-05,eRI2ZMRR_xM
#58393a,1,8.138020833333333e-05,eRI2ZMRR_xM
#cc957d,1,8.138020833333333e-05,eRI2ZMRR_xM
#ffcbe2,3772,0.3069661458333333,v3KQfXNZgaY
#000000,3072,0.25,v3KQfXNZgaY
#ffffff,2326,0.18929036458333334,v3KQfXNZgaY
#e9dff2,1126,0.09163411458333333,v3KQfXNZgaY
#bb476d,578,0.047037760416666664,v3KQfXNZgaY
#bd8499,453,0.036865234375,v3KQfXNZgaY
#c3b1de,342,0.02783203125,v3KQfXNZgaY
#e4587a,287,0.023356119791666668,v3KQfXNZgaY
#efa0b2,58,0.004720052083333333,v3KQfXNZgaY
#673956,40,0.0032552083333333335,v3KQfXNZgaY
#c3abab,35,0.0028483072916666665,v3KQfXNZgaY
#a36686,34,0.0027669270833333335,v3KQfXNZgaY
#a32348,30,0.00244140625,v3KQfXNZgaY
#eed1b1,28,0.0022786458333333335,v3KQfXNZgaY
#a79aad,14,0.0011393229166666667,v3KQfXNZgaY
#a98273,13,0.0010579427083333333,v3KQfXNZgaY
#70517c,12,0.0009765625,v3KQfXNZgaY
#a1dfe9,9,0.000732421875,v3KQfXNZgaY
#ecaca2,8,0.0006510416666666666,v3KQfXNZgaY
#342a51,8,0.0006510416666666666,v3KQfXNZgaY
#a483b6,6,0.00048828125,v3KQfXNZgaY
#6a86bc,5,0.0004069010416666667,v3KQfXNZgaY
#301a2d,5,0.0004069010416666667,v3KQfXNZgaY
#929fbe,5,0.0004069010416666667,v3KQfXNZgaY
#c2ab91,5,0.0004069010416666667,v3KQfXNZgaY
#6069a8,4,0.0003255208333333333,v3KQfXNZgaY
#f2f0b4,3,0.000244140625,v3KQfXNZgaY
#92767c,2,0.00016276041666666666,v3KQfXNZgaY
#85bbd6,2,0.00016276041666666666,v3KQfXNZgaY
#c0d4e0,2,0.00016276041666666666,v3KQfXNZgaY
#d58380,1,8.138020833333333e-05,v3KQfXNZgaY
#3d4a92,1,8.138020833333333e-05,v3KQfXNZgaY
#895b60,1,8.138020833333333e-05,v3KQfXNZgaY
#dcd1cb,1,8.138020833333333e-05,v3KQfXNZgaY
#000000,9289,0.7559407552083334,dICTZ35hiEc
#fb9157,1166,0.09488932291666667,dICTZ35hiEc
#2b221c,329,0.026774088541666668,dICTZ35hiEc
#011423,326,0.026529947916666668,dICTZ35hiEc
#fedbaa,236,0.019205729166666668,dICTZ35hiEc
#714033,176,0.014322916666666666,dICTZ35hiEc
#b65631,176,0.014322916666666666,dICTZ35hiEc
#3d4348,130,0.010579427083333334,dICTZ35hiEc
#ffbb7e,78,0.00634765625,dICTZ35hiEc
#e26520,74,0.006022135416666667,dICTZ35hiEc
#916949,55,0.004475911458333333,dICTZ35hiEc
#818284,37,0.0030110677083333335,dICTZ35hiEc
#ff9dc8,36,0.0029296875,dICTZ35hiEc
#6a5c4e,31,0.0025227864583333335,dICTZ35hiEc
#d3a280,28,0.0022786458333333335,dICTZ35hiEc
#2c100b,24,0.001953125,dICTZ35hiEc
#160a1a,23,0.0018717447916666667,dICTZ35hiEc
#948169,15,0.001220703125,dICTZ35hiEc
#0e1d18,12,0.0009765625,dICTZ35hiEc
#bf7c9b,11,0.0008951822916666666,dICTZ35hiEc
#626669,8,0.0006510416666666666,dICTZ35hiEc
#554a4b,8,0.0006510416666666666,dICTZ35hiEc
#94627d,6,0.00048828125,dICTZ35hiEc
#b77e53,5,0.0004069010416666667,dICTZ35hiEc
#fb5597,3,0.000244140625,dICTZ35hiEc
#3e2939,3,0.000244140625,dICTZ35hiEc
#f7d4e4,2,0.00016276041666666666,dICTZ35hiEc
#4d3825,1,8.138020833333333e-05,dICTZ35hiEc
#ffffff,3171,0.258056640625,Ym5XOT23zhg
#000000,3094,0.2517903645833333,Ym5XOT23zhg
#452b46,1999,0.16267903645833334,Ym5XOT23zhg
#de90e8,1386,0.11279296875,Ym5XOT23zhg
#674965,608,0.049479166666666664,Ym5XOT23zhg
#f0e2f2,551,0.044840494791666664,Ym5XOT23zhg
#8455b0,409,0.033284505208333336,Ym5XOT23zhg
#a479b1,241,0.019612630208333332,Ym5XOT23zhg
#521d80,163,0.013264973958333334,Ym5XOT23zhg
#c9b3d9,135,0.010986328125,Ym5XOT23zhg
#ddb08f,119,0.009684244791666666,Ym5XOT23zhg
#8e898f,90,0.00732421875,Ym5XOT23zhg
#936b85,75,0.006103515625,Ym5XOT23zhg
#310a4c,46,0.0037434895833333335,Ym5XOT23zhg
#cfbeba,44,0.0035807291666666665,Ym5XOT23zhg
#3b343b,39,0.003173828125,Ym5XOT23zhg
#f8e7d4,39,0.003173828125,Ym5XOT23zhg
#54545a,25,0.0020345052083333335,Ym5XOT23zhg
#1b0b25,13,0.0010579427083333333,Ym5XOT23zhg
#aa8175,12,0.0009765625,Ym5XOT23zhg
#7e5a59,7,0.0005696614583333334,Ym5XOT23zhg
#c9cdc6,4,0.0003255208333333333,Ym5XOT23zhg
#ac98aa,4,0.0003255208333333333,Ym5XOT23zhg
#fbbefd,4,0.0003255208333333333,Ym5XOT23zhg
#d6a2a0,3,0.000244140625,Ym5XOT23zhg
#323430,3,0.000244140625,Ym5XOT23zhg
#9fa09b,2,0.00016276041666666666,Ym5XOT23zhg
#6b7268,2,0.00016276041666666666,Ym5XOT23zhg
#17335a,6007,0.4888509114583333,ry28KUFSSCE
#000000,3105,0.252685546875,ry28KUFSSCE
#4a6881,670,0.054524739583333336,ry28KUFSSCE
#081530,491,0.039957682291666664,ry28KUFSSCE
#afbabe,422,0.034342447916666664,ry28KUFSSCE
#464750,342,0.02783203125,ry28KUFSSCE
#7faeb6,248,0.020182291666666668,ry28KUFSSCE
#367f8d,173,0.014078776041666666,ry28KUFSSCE
#d3e5e6,143,0.011637369791666666,ry28KUFSSCE
#7388a2,105,0.008544921875,ry28KUFSSCE
#2e4b61,104,0.008463541666666666,ry28KUFSSCE
#352541,54,0.00439453125,ry28KUFSSCE
#397fb0,53,0.004313151041666667,ry28KUFSSCE
#589dbe,50,0.004069010416666667,ry28KUFSSCE
#65686b,44,0.0035807291666666665,ry28KUFSSCE
#55aca5,36,0.0029296875,ry28KUFSSCE
#dad2c0,36,0.0029296875,ry28KUFSSCE
#ac9e9a,30,0.00244140625,ry28KUFSSCE
#aad2c7,29,0.0023600260416666665,ry28KUFSSCE
#636c97,20,0.0016276041666666667,ry28KUFSSCE
#54496a,19,0.0015462239583333333,ry28KUFSSCE
#aca7bd,18,0.00146484375,ry28KUFSSCE
#95b2d1,11,0.0008951822916666666,ry28KUFSSCE
#dac4bf,11,0.0008951822916666666,ry28KUFSSCE
#795e73,11,0.0008951822916666666,ry28KUFSSCE
#8a8d88,11,0.0008951822916666666,ry28KUFSSCE
#11636f,9,0.000732421875,ry28KUFSSCE
#af90a1,8,0.0006510416666666666,ry28KUFSSCE
#533740,7,0.0005696614583333334,ry28KUFSSCE
#7a788a,6,0.00048828125,ry28KUFSSCE
#b28e76,4,0.0003255208333333333,ry28KUFSSCE
#864759,3,0.000244140625,ry28KUFSSCE
#a75b54,2,0.00016276041666666666,ry28KUFSSCE
#ecbe9a,2,0.00016276041666666666,ry28KUFSSCE
#8a7672,2,0.00016276041666666666,ry28KUFSSCE
#f2eeee,1,8.138020833333333e-05,ry28KUFSSCE
#7b9e88,1,8.138020833333333e-05,ry28KUFSSCE
#40372e,4042,0.3289388020833333,lfq4ua5Kzc0
#000000,3541,0.2881673177083333,lfq4ua5Kzc0
#e0cfb5,1878,0.15283203125,lfq4ua5Kzc0
#250000,1167,0.094970703125,lfq4ua5Kzc0
#af9b84,435,0.035400390625,lfq4ua5Kzc0
#dfb495,358,0.029134114583333332,lfq4ua5Kzc0
#4c0a0b,300,0.0244140625,lfq4ua5Kzc0
#cc8d71,200,0.016276041666666668,lfq4ua5Kzc0
#8c6c63,194,0.015787760416666668,lfq4ua5Kzc0
#633f39,129,0.010498046875,lfq4ua5Kzc0
#845357,20,0.0016276041666666667,lfq4ua5Kzc0
#b6777a,10,0.0008138020833333334,lfq4ua5Kzc0
#b56c54,8,0.0006510416666666666,lfq4ua5Kzc0
#874935,4,0.0003255208333333333,lfq4ua5Kzc0
#c79999,2,0.00016276041666666666,lfq4ua5Kzc0
#40372e,4042,0.3289388020833333,PpK3GHdhavE
#000000,3541,0.2881673177083333,PpK3GHdhavE
#e0cfb5,1878,0.15283203125,PpK3GHdhavE
#250000,1167,0.094970703125,PpK3GHdhavE
#af9b84,435,0.035400390625,PpK3GHdhavE
#dfb495,358,0.029134114583333332,PpK3GHdhavE
#4c0a0b,300,0.0244140625,PpK3GHdhavE
#cc8d71,200,0.016276041666666668,PpK3GHdhavE
#8c6c63,194,0.015787760416666668,PpK3GHdhavE
#633f39,129,0.010498046875,PpK3GHdhavE
#845357,20,0.0016276041666666667,PpK3GHdhavE
#b6777a,10,0.0008138020833333334,PpK3GHdhavE
#b56c54,8,0.0006510416666666666,PpK3GHdhavE
#874935,4,0.0003255208333333333,PpK3GHdhavE
#c79999,2,0.00016276041666666666,PpK3GHdhavE
#000000,5534,0.4503580729166667,o1AbRNEgFRY
#f9f2fa,1609,0.13094075520833334,o1AbRNEgFRY
#d8beeb,559,0.045491536458333336,o1AbRNEgFRY
#d56b8d,482,0.039225260416666664,o1AbRNEgFRY
#a74f31,480,0.0390625,o1AbRNEgFRY
#ca2658,449,0.036539713541666664,o1AbRNEgFRY
#e5a9be,374,0.030436197916666668,o1AbRNEgFRY
#362627,360,0.029296875,o1AbRNEgFRY
#c66b34,355,0.028889973958333332,o1AbRNEgFRY
#6c3d2b,313,0.025472005208333332,o1AbRNEgFRY
#571828,259,0.021077473958333332,o1AbRNEgFRY
#df8c3f,223,0.018147786458333332,o1AbRNEgFRY
#fbd8d9,187,0.015218098958333334,o1AbRNEgFRY
#972849,135,0.010986328125,o1AbRNEgFRY
#b1959f,116,0.009440104166666666,o1AbRNEgFRY
#664c4f,79,0.006429036458333333,o1AbRNEgFRY
#dbcdc1,68,0.005533854166666667,o1AbRNEgFRY
#838a89,65,0.005289713541666667,o1AbRNEgFRY
#675033,60,0.0048828125,o1AbRNEgFRY
#e0ab4f,59,0.004801432291666667,o1AbRNEgFRY
#d9b994,45,0.003662109375,o1AbRNEgFRY
#865667,44,0.0035807291666666665,o1AbRNEgFRY
#866b4b,38,0.0030924479166666665,o1AbRNEgFRY
#d14648,33,0.002685546875,o1AbRNEgFRY
#676d6a,31,0.0025227864583333335,o1AbRNEgFRY
#dbd165,31,0.0025227864583333335,o1AbRNEgFRY
#81787c,30,0.00244140625,o1AbRNEgFRY
#64616c,27,0.002197265625,o1AbRNEgFRY
#b49d67,23,0.0018717447916666667,o1AbRNEgFRY
#222826,23,0.0018717447916666667,o1AbRNEgFRY
#432a19,20,0.0016276041666666667,o1AbRNEgFRY
#cfc4cd,18,0.00146484375,o1AbRNEgFRY
#664b75,18,0.00146484375,o1AbRNEgFRY
#e18975,16,0.0013020833333333333,o1AbRNEgFRY
#b6bbbb,15,0.001220703125,o1AbRNEgFRY
#513248,13,0.0010579427083333333,o1AbRNEgFRY
#b59f94,12,0.0009765625,o1AbRNEgFRY
#e1b2a0,12,0.0009765625,o1AbRNEgFRY
#977568,10,0.0008138020833333334,o1AbRNEgFRY
#d9e5e2,9,0.000732421875,o1AbRNEgFRY
#707294,9,0.000732421875,o1AbRNEgFRY
#2f153e,7,0.0005696614583333334,o1AbRNEgFRY
#854c19,6,0.00048828125,o1AbRNEgFRY
#99803d,5,0.0004069010416666667,o1AbRNEgFRY
#97788d,5,0.0004069010416666667,o1AbRNEgFRY
#424245,4,0.0003255208333333333,o1AbRNEgFRY
#454031,4,0.0003255208333333333,o1AbRNEgFRY
#ac6869,2,0.00016276041666666666,o1AbRNEgFRY
#abc0d7,2,0.00016276041666666666,o1AbRNEgFRY
#f7e7c4,2,0.00016276041666666666,o1AbRNEgFRY
#9a4b49,2,0.00016276041666666666,o1AbRNEgFRY
#828ba3,2,0.00016276041666666666,o1AbRNEgFRY
#92846e,1,8.138020833333333e-05,o1AbRNEgFRY
#adaed2,1,8.138020833333333e-05,o1AbRNEgFRY
#a36927,1,8.138020833333333e-05,o1AbRNEgFRY
#9f86b8,1,8.138020833333333e-05,o1AbRNEgFRY
#591311,4115,0.3348795572916667,k0mK4HX3e-o
#000000,3726,0.30322265625,k0mK4HX3e-o
#ffffff,1011,0.082275390625,k0mK4HX3e-o
#e72f25,946,0.07698567708333333,k0mK4HX3e-o
#4b4b63,792,0.064453125,k0mK4HX3e-o
#858699,423,0.034423828125,k0mK4HX3e-o
#992b2d,369,0.030029296875,k0mK4HX3e-o
#c7c5da,357,0.029052734375,k0mK4HX3e-o
#2d2c33,183,0.014892578125,k0mK4HX3e-o
#ef9f98,98,0.007975260416666666,k0mK4HX3e-o
#63636e,97,0.007893880208333334,k0mK4HX3e-o
#391c20,41,0.0033365885416666665,k0mK4HX3e-o
#929291,37,0.0030110677083333335,k0mK4HX3e-o
#a45556,28,0.0022786458333333335,k0mK4HX3e-o
#dd7576,15,0.001220703125,k0mK4HX3e-o
#b3b3b3,13,0.0010579427083333333,k0mK4HX3e-o
#b09096,10,0.0008138020833333334,k0mK4HX3e-o
#dccac8,9,0.000732421875,k0mK4HX3e-o
#927071,7,0.0005696614583333334,k0mK4HX3e-o
#434340,6,0.00048828125,k0mK4HX3e-o
#644756,3,0.000244140625,k0mK4HX3e-o
#6b698d,1,8.138020833333333e-05,k0mK4HX3e-o
#725f5b,1,8.138020833333333e-05,k0mK4HX3e-o
#17335a,6007,0.4888509114583333,ljmZ1PFMnns
#000000,3105,0.252685546875,ljmZ1PFMnns
#4a6881,670,0.054524739583333336,ljmZ1PFMnns
#081530,491,0.039957682291666664,ljmZ1PFMnns
#afbabe,422,0.034342447916666664,ljmZ1PFMnns
#464750,342,0.02783203125,ljmZ1PFMnns
#7faeb6,248,0.020182291666666668,ljmZ1PFMnns
#367f8d,173,0.014078776041666666,ljmZ1PFMnns
#d3e5e6,143,0.011637369791666666,ljmZ1PFMnns
#7388a2,105,0.008544921875,ljmZ1PFMnns
#2e4b61,104,0.008463541666666666,ljmZ1PFMnns
#352541,54,0.00439453125,ljmZ1PFMnns
#397fb0,53,0.004313151041666667,ljmZ1PFMnns
#589dbe,50,0.004069010416666667,ljmZ1PFMnns
#65686b,44,0.0035807291666666665,ljmZ1PFMnns
#55aca5,36,0.0029296875,ljmZ1PFMnns
#dad2c0,36,0.0029296875,ljmZ1PFMnns
#ac9e9a,30,0.00244140625,ljmZ1PFMnns
#aad2c7,29,0.0023600260416666665,ljmZ1PFMnns
#636c97,20,0.0016276041666666667,ljmZ1PFMnns
#54496a,19,0.0015462239583333333,ljmZ1PFMnns
#aca7bd,18,0.00146484375,ljmZ1PFMnns
#95b2d1,11,0.0008951822916666666,ljmZ1PFMnns
#dac4bf,11,0.0008951822916666666,ljmZ1PFMnns
#795e73,11,0.0008951822916666666,ljmZ1PFMnns
#8a8d88,11,0.0008951822916666666,ljmZ1PFMnns
#11636f,9,0.000732421875,ljmZ1PFMnns
#af90a1,8,0.0006510416666666666,ljmZ1PFMnns
#533740,7,0.0005696614583333334,ljmZ1PFMnns
#7a788a,6,0.00048828125,ljmZ1PFMnns
#b28e76,4,0.0003255208333333333,ljmZ1PFMnns
#864759,3,0.000244140625,ljmZ1PFMnns
#a75b54,2,0.00016276041666666666,ljmZ1PFMnns
#ecbe9a,2,0.00016276041666666666,ljmZ1PFMnns
#8a7672,2,0.00016276041666666666,ljmZ1PFMnns
#f2eeee,1,8.138020833333333e-05,ljmZ1PFMnns
#7b9e88,1,8.138020833333333e-05,ljmZ1PFMnns
#253a4d,4590,0.37353515625,icSrzREkNJM
#000000,3072,0.25,icSrzREkNJM
#6da5d4,1145,0.09318033854166667,icSrzREkNJM
#b0d8f0,900,0.0732421875,icSrzREkNJM
#c2b499,804,0.0654296875,icSrzREkNJM
#4b4337,421,0.034261067708333336,icSrzREkNJM
#746b5c,382,0.031087239583333332,icSrzREkNJM
#4b83bc,317,0.025797526041666668,icSrzREkNJM
#9c9079,173,0.014078776041666666,icSrzREkNJM
#26537e,159,0.012939453125,icSrzREkNJM
